0 0     -3.326500e+02 2.620900e+02
1 960     -2.690800e+02 5.909998e+01
3 960     -3.358100e+02 6.610999e+01
36 960     2.323600e+02 5.845001e+01
1 961     3.076800e+02 6.640015e+00
3 961     3.328400e+02 1.113000e+01
1 962     3.076800e+02 6.640015e+00
3 962     3.328400e+02 1.113000e+01
1 963     3.155400e+02 -1.234998e+01
3 963     3.478400e+02 -8.590027e+00
5 963     2.850000e+02 -1.270001e+01
7 963     2.593600e+02 -1.352002e+01
10 963     2.201100e+02 -1.334003e+01
11 963     2.382200e+02 -1.298999e+01
13 963     2.050700e+02 -1.334003e+01
16 963     1.779600e+02 -1.347998e+01
22 963     1.906900e+02 -1.357001e+01
30 963     1.644900e+02 -1.362000e+01
34 963     1.508400e+02 -1.396997e+01
43 963     1.434000e+02 -1.488000e+01
1 964     -1.315700e+02 -6.976001e+01
3 964     -1.528900e+02 -7.791998e+01
7 964     -1.033100e+02 -6.019000e+01
1 965     -3.372300e+02 -4.834998e+01
5 965     -2.909000e+02 -4.614001e+01
29 965     1.288900e+02 -4.589001e+01
36 965     1.809200e+02 -4.677002e+01
42 965     2.300600e+02 -4.710999e+01
1 966     3.338300e+02 -1.037200e+02
5 966     2.929800e+02 -9.247998e+01
7 966     2.605500e+02 -8.375000e+01
10 966     2.135100e+02 -6.953998e+01
11 966     2.347000e+02 -7.553003e+01
13 966     1.959500e+02 -6.448999e+01
16 966     1.684500e+02 -5.771002e+01
22 966     1.803800e+02 -6.051001e+01
1 967     -2.385800e+02 -1.324200e+02
3 967     -3.042900e+02 -1.634500e+02
1 968     3.239500e+02 5.191998e+01
5 968     2.943700e+02 4.538000e+01
1 969     -2.700800e+02 -7.521002e+01
3 969     -3.285600e+02 -8.873999e+01
36 969     2.378300e+02 -8.390002e+01
42 969     2.945000e+02 -8.110999e+01
1 970     -2.639999e+01 -4.723999e+01
2 970     -5.988000e+01 -6.154999e+01
3 970     -3.357001e+01 -5.135999e+01
5 970     -2.282001e+01 -4.496002e+01
7 970     -2.007999e+01 -4.160999e+01
1 971     -1.673300e+02 2.331000e+01
5 971     -1.502700e+02 1.865002e+01
1 972     -1.587200e+02 -7.978998e+01
5 972     -1.374800e+02 -7.395001e+01
7 972     -1.212000e+02 -6.653998e+01
1 973     -1.662500e+02 4.450300e+02
5 973     -1.464900e+02 3.908400e+02
10 973     -1.045700e+02 2.877300e+02
11 973     -1.150300e+02 3.177100e+02
13 973     -9.410999e+01 2.653900e+02
16 973     -8.012000e+01 2.274900e+02
22 973     -8.675000e+01 2.446500e+02
30 973     -7.801001e+01 2.129200e+02
1 974     -1.297400e+02 -4.181000e+01
3 974     -1.534100e+02 -4.852002e+01
2 975     2.155200e+02 3.170900e+02
4 975     2.348600e+02 3.556700e+02
6 975     2.590800e+02 4.017600e+02
8 975     2.898300e+02 4.641800e+02
9 975     3.281000e+02 5.436300e+02
2 976     2.067900e+02 3.029200e+02
4 976     2.251300e+02 3.394000e+02
8 976     2.757000e+02 4.400000e+02
2 977     -1.323200e+02 2.953300e+02
4 977     -1.510300e+02 3.254200e+02
2 978     -1.388100e+02 2.798100e+02
4 978     -1.581200e+02 3.076400e+02
2 979     -7.613000e+01 2.727700e+02
4 979     -8.954999e+01 3.022200e+02
2 980     -1.358700e+02 2.637600e+02
4 980     -1.551400e+02 2.909300e+02
2 981     -1.071300e+02 2.522600e+02
4 981     -1.228800e+02 2.776500e+02
2 982     -1.071300e+02 2.522600e+02
4 982     -1.228800e+02 2.776500e+02
2 983     -1.530500e+02 2.513900e+02
4 983     -1.735500e+02 2.774700e+02
8 983     -2.229100e+02 3.431200e+02
2 984     1.306800e+02 1.334600e+02
5 984     1.214800e+02 1.085000e+02
2 985     -1.743700e+02 6.889001e+01
4 985     -1.938200e+02 7.671002e+01
6 985     -2.151900e+02 8.401999e+01
8 985     -2.396800e+02 9.432999e+01
9 985     -2.688800e+02 1.054800e+02
12 985     -3.378300e+02 1.325600e+02
14 985     -3.004000e+02 1.175500e+02
15 985     -3.823600e+02 1.493300e+02
18 985     2.626200e+02 1.119700e+02
19 985     2.952000e+02 1.091200e+02
21 985     3.634900e+02 1.009100e+02
23 985     3.297200e+02 1.053800e+02
24 985     2.297400e+02 1.161500e+02
25 985     1.598600e+02 1.228400e+02
27 985     1.966100e+02 1.189900e+02
31 985     1.224900e+02 1.276000e+02
2 986     1.122200e+02 6.413000e+01
4 986     1.627200e+02 1.267600e+02
2 987     -1.733100e+02 6.304999e+01
4 987     -1.926500e+02 6.984998e+01
6 987     -2.138200e+02 7.671002e+01
8 987     -2.383400e+02 8.648001e+01
9 987     -2.671700e+02 9.675000e+01
12 987     -3.360500e+02 1.217800e+02
14 987     -2.987500e+02 1.078300e+02
15 987     -3.804700e+02 1.376300e+02
19 987     2.966800e+02 1.002400e+02
21 987     3.650600e+02 9.264001e+01
23 987     3.313000e+02 9.669000e+01
2 988     -1.670400e+02 6.127002e+01
4 988     -1.860400e+02 6.812000e+01
12 988     -3.255700e+02 1.191500e+02
14 988     -2.890800e+02 1.062900e+02
23 988     3.421400e+02 9.748001e+01
2 989     2.803400e+02 4.957001e+01
4 989     3.067200e+02 5.732001e+01
2 990     -1.469600e+02 4.312000e+01
3 990     -1.156400e+02 3.395001e+01
4 990     -1.639300e+02 4.753998e+01
2 991     -1.689800e+02 3.853003e+01
4 991     -1.885900e+02 4.406000e+01
2 992     -1.549800e+02 3.531000e+01
4 992     -1.724500e+02 3.991998e+01
6 992     -1.914800e+02 4.408002e+01
8 992     -2.134800e+02 5.089001e+01
9 992     -2.390200e+02 5.703003e+01
12 992     -2.998000e+02 7.265997e+01
15 992     -3.387500e+02 8.185999e+01
18 992     2.966700e+02 6.585999e+01
23 992     3.663600e+02 5.966998e+01
24 992     2.632300e+02 6.869000e+01
25 992     1.905500e+02 7.488000e+01
27 992     2.291400e+02 7.077002e+01
2 993     3.336500e+02 2.362000e+01
4 993     3.626500e+02 2.773999e+01
6 993     3.984200e+02 3.204999e+01
2 994     2.820600e+02 2.103998e+01
4 994     3.148300e+02 2.692999e+01
2 995     -2.266300e+02 -9.859985e+00
4 995     -2.586500e+02 -8.900024e+00
2 996     -1.940200e+02 -1.010999e+01
3 996     -1.506600e+02 -1.196997e+01
6 996     -2.462200e+02 -8.909973e+00
2 997     -3.090900e+02 -1.220001e+01
4 997     -3.661400e+02 -1.152002e+01
18 997     1.201999e+01 -9.159973e+00
23 997     1.115300e+02 -1.071002e+01
26 997     2.070500e+02 -1.306000e+01
28 997     2.542900e+02 -1.452002e+01
2 998     -2.540300e+02 -4.019000e+01
4 998     -2.908300e+02 -4.216998e+01
6 998     -3.347600e+02 -4.689001e+01
21 998     2.317500e+02 -4.403998e+01
25 998     -2.088000e+01 -4.396002e+01
26 998     2.713800e+02 -4.432001e+01
27 998     2.532001e+01 -4.532001e+01
28 998     3.113300e+02 -4.477002e+01
31 998     -6.879001e+01 -4.390997e+01
32 998     -1.650300e+02 -4.191998e+01
37 998     -1.160700e+02 -4.092999e+01
40 998     -3.330500e+02 -4.064001e+01
46 998     -3.853000e+02 -4.521002e+01
2 999     -2.566500e+02 -4.489001e+01
4 999     -2.940400e+02 -4.696997e+01
6 999     -3.387700e+02 -5.240002e+01
18 999     1.050600e+02 -5.046997e+01
21 999     2.285400e+02 -5.042999e+01
23 999     1.881200e+02 -4.827002e+01
26 999     2.684400e+02 -4.917999e+01
28 999     3.085700e+02 -4.954999e+01
31 999     -7.242999e+01 -5.210999e+01
37 999     -1.198300e+02 -4.891998e+01
40 999     -3.375000e+02 -5.054999e+01
44 999     -2.236600e+02 -4.909003e+01
2 1000     -1.883700e+02 -5.394000e+01
4 1000     -2.126100e+02 -5.746002e+01
6 1000     -2.400100e+02 -6.240997e+01
8 1000     -2.729300e+02 -6.710999e+01
9 1000     -3.136700e+02 -7.384003e+01
14 1000     -3.614900e+02 -8.310999e+01
18 1000     2.114600e+02 -7.470001e+01
19 1000     2.503700e+02 -7.296997e+01
21 1000     3.291200e+02 -7.238000e+01
23 1000     2.907100e+02 -7.260999e+01
25 1000     8.844000e+01 -7.813000e+01
27 1000     1.318300e+02 -7.628003e+01
31 1000     4.216000e+01 -7.860999e+01
2 1001     -1.667800e+02 -6.708002e+01
4 1001     -1.867800e+02 -7.152002e+01
2 1002     -5.156000e+01 -6.691998e+01
4 1002     -6.567001e+01 -7.372998e+01
6 1002     -8.245001e+01 -8.359003e+01
8 1002     -1.048400e+02 -9.396997e+01
9 1002     -1.357300e+02 -1.097000e+02
2 1003     1.909600e+02 -7.769000e+01
3 1003     1.668000e+02 -6.484003e+01
2 1004     1.881000e+02 -7.881000e+01
4 1004     2.075700e+02 -8.728003e+01
2 1005     -1.314400e+02 -8.507001e+01
4 1005     -1.600600e+02 -9.595001e+01
6 1005     -1.976300e+02 -1.116100e+02
8 1005     -2.499600e+02 -1.315700e+02
9 1005     -3.292900e+02 -1.638000e+02
18 1005     1.523800e+02 -1.611600e+02
19 1005     2.380800e+02 -1.536300e+02
2 1006     2.621100e+02 -9.657001e+01
4 1006     3.062300e+02 -1.129700e+02
6 1006     3.726900e+02 -1.373800e+02
2 1007     2.775200e+02 -9.691998e+01
4 1007     3.264900e+02 -1.138600e+02
2 1008     2.864000e+02 -1.048100e+02
4 1008     3.380500e+02 -1.227800e+02
2 1009     2.641100e+02 -1.059300e+02
4 1009     3.090600e+02 -1.237300e+02
6 1009     3.770300e+02 -1.514600e+02
2 1010     3.291600e+02 -1.080000e+02
4 1010     3.940700e+02 -1.283000e+02
2 1011     3.319900e+02 -1.105500e+02
4 1011     3.973300e+02 -1.316400e+02
2 1012     2.276300e+02 3.089900e+02
4 1012     2.463500e+02 3.431500e+02
2 1013     -1.456500e+02 2.954800e+02
3 1013     -1.120400e+02 2.458500e+02
4 1013     -1.655700e+02 3.256300e+02
5 1013     -9.110001e+01 2.103800e+02
6 1013     -1.882600e+02 3.603200e+02
8 1013     -2.147200e+02 4.043100e+02
9 1013     -2.476500e+02 4.565900e+02
14 1013     -2.833800e+02 5.164600e+02
2 1014     2.820800e+02 2.654500e+02
4 1014     3.088700e+02 2.978900e+02
6 1014     3.436200e+02 3.380800e+02
2 1015     -7.754999e+01 1.704600e+02
3 1015     -6.023999e+01 1.512000e+02
4 1015     -8.548001e+01 1.806400e+02
6 1015     -9.325000e+01 1.913000e+02
12 1015     -1.314700e+02 2.475600e+02
14 1015     -1.213000e+02 2.314900e+02
17 1015     -1.685900e+02 3.070100e+02
20 1015     -1.546100e+02 2.848300e+02
35 1015     -1.830600e+02 3.317200e+02
2 1016     -4.116000e+01 1.520800e+02
3 1016     -2.769000e+01 1.356200e+02
2 1017     -3.316000e+01 1.082500e+02
3 1017     -2.312000e+01 1.000800e+02
4 1017     -3.642999e+01 1.123100e+02
5 1017     -1.801001e+01 9.248001e+01
8 1017     -4.470999e+01 1.222400e+02
9 1017     -4.914001e+01 1.274700e+02
11 1017     -1.554001e+01 8.750000e+01
12 1017     -5.623001e+01 1.365800e+02
14 1017     -5.298999e+01 1.313800e+02
15 1017     -5.864001e+01 1.409900e+02
17 1017     -6.807001e+01 1.539800e+02
33 1017     -7.879001e+01 1.654200e+02
35 1017     -7.301001e+01 1.604700e+02
47 1017     -8.987000e+01 1.806000e+02
2 1018     -2.207999e+01 7.945999e+01
4 1018     -2.645001e+01 8.282001e+01
5 1018     -8.480011e+00 6.746997e+01
6 1018     -2.941000e+01 8.564999e+01
12 1018     -4.292999e+01 1.011500e+02
2 1019     -1.509400e+02 5.960999e+01
3 1019     -1.190200e+02 4.833002e+01
4 1019     -1.691900e+02 6.621002e+01
12 1019     -2.968000e+02 1.162200e+02
14 1019     -2.633600e+02 1.027200e+02
15 1019     -3.368600e+02 1.311200e+02
2 1020     -1.694100e+02 4.770001e+01
4 1020     -1.882400e+02 5.328003e+01
6 1020     -2.090400e+02 5.876001e+01
9 1020     -2.611200e+02 7.460999e+01
12 1020     -3.289900e+02 9.453000e+01
14 1020     -2.924500e+02 8.301999e+01
15 1020     -3.728200e+02 1.068300e+02
18 1020     2.710900e+02 8.087000e+01
19 1020     3.041100e+02 7.854999e+01
21 1020     3.724400e+02 7.165997e+01
23 1020     3.385100e+02 7.546002e+01
24 1020     2.377200e+02 8.428003e+01
25 1020     1.668900e+02 9.054999e+01
27 1020     2.041300e+02 8.673999e+01
31 1020     1.286600e+02 9.373001e+01
2 1021     3.069600e+02 3.009003e+01
3 1021     2.738800e+02 2.457001e+01
4 1021     3.302600e+02 3.448999e+01
6 1021     3.591500e+02 3.933002e+01
2 1022     3.170600e+02 3.008002e+01
3 1022     2.817700e+02 2.469000e+01
4 1022     3.437000e+02 3.485999e+01
5 1022     2.465300e+02 1.695001e+01
6 1022     3.734600e+02 3.958002e+01
2 1023     3.849800e+02 2.092999e+01
3 1023     3.038400e+02 1.381000e+01
2 1024     -1.836600e+02 2.002002e+01
4 1024     -2.071200e+02 2.413000e+01
6 1024     -2.336400e+02 2.759003e+01
8 1024     -2.641800e+02 3.339001e+01
9 1024     -3.032100e+02 3.957001e+01
14 1024     -3.481800e+02 4.627002e+01
18 1024     2.219700e+02 3.766998e+01
19 1024     2.606900e+02 3.583002e+01
21 1024     3.379100e+02 3.066998e+01
25 1024     1.000300e+02 4.502002e+01
26 1024     3.757900e+02 2.932001e+01
27 1024     1.428500e+02 4.213000e+01
31 1024     5.544000e+01 4.802002e+01
40 1024     -1.908500e+02 6.284003e+01
44 1024     -8.485001e+01 5.767999e+01
2 1025     2.994500e+02 1.831000e+01
3 1025     2.686300e+02 1.484003e+01
2 1026     2.519300e+02 1.244000e+01
3 1026     2.328500e+02 1.028998e+01
4 1026     2.657100e+02 1.460999e+01
6 1026     2.823800e+02 1.659003e+01
8 1026     3.015800e+02 2.064001e+01
9 1026     3.235400e+02 2.498999e+01
12 1026     3.785700e+02 3.159003e+01
14 1026     3.497800e+02 2.758002e+01
2 1027     -3.169600e+02 9.969971e+00
4 1027     -3.785200e+02 1.472998e+01
2 1028     -2.674800e+02 -5.210022e+00
4 1028     -3.336800e+02 -3.890015e+00
28 1028     2.975800e+02 -7.900024e+00
29 1028     3.604300e+02 -9.200012e+00
2 1029     -1.792200e+02 -7.700012e+00
4 1029     -2.029600e+02 -6.719971e+00
2 1030     2.364700e+02 -5.834998e+01
3 1030     2.025100e+02 -4.854999e+01
2 1031     -9.745999e+01 -5.854999e+01
4 1031     -1.138300e+02 -6.381000e+01
6 1031     -1.333700e+02 -7.204999e+01
2 1032     9.935001e+01 -5.879999e+01
4 1032     1.314900e+02 -7.970001e+01
2 1033     -2.006500e+02 -6.647998e+01
4 1033     -2.270200e+02 -7.178998e+01
2 1034     -8.792999e+01 -6.764001e+01
4 1034     -1.067600e+02 -7.509003e+01
2 1035     2.033500e+02 -7.084003e+01
3 1035     1.754000e+02 -5.885999e+01
4 1035     2.250600e+02 -7.829999e+01
6 1035     2.548900e+02 -8.896002e+01
2 1036     2.033500e+02 -7.084003e+01
3 1036     1.754000e+02 -5.885999e+01
4 1036     2.250600e+02 -7.829999e+01
6 1036     2.548900e+02 -8.896002e+01
2 1037     2.767400e+02 -7.077002e+01
4 1037     3.244100e+02 -8.165997e+01
2 1038     2.767400e+02 -7.077002e+01
4 1038     3.244100e+02 -8.165997e+01
2 1039     -2.550700e+02 -7.609003e+01
4 1039     -2.930900e+02 -8.412000e+01
6 1039     -3.367600e+02 -9.313000e+01
18 1039     1.075100e+02 -9.046997e+01
21 1039     2.298300e+02 -8.731000e+01
23 1039     1.901200e+02 -8.746002e+01
24 1039     6.589001e+01 -9.137000e+01
27 1039     2.376999e+01 -9.277002e+01
28 1039     3.100600e+02 -8.471002e+01
31 1039     -7.014001e+01 -9.520001e+01
32 1039     -1.673400e+02 -9.838000e+01
40 1039     -3.359400e+02 -1.045800e+02
2 1040     2.252900e+02 -8.610999e+01
4 1040     2.524500e+02 -9.597998e+01
6 1040     2.890900e+02 -1.100900e+02
8 1040     3.395800e+02 -1.265900e+02
2 1041     2.613500e+02 -9.081000e+01
4 1041     3.049200e+02 -1.055200e+02
6 1041     3.700600e+02 -1.278900e+02
2 1042     -4.595999e+01 -9.181000e+01
4 1042     -5.963000e+01 -1.025000e+02
2 1043     3.012600e+02 -1.014700e+02
4 1043     3.568700e+02 -1.200200e+02
2 1044     2.565300e+02 -1.036000e+02
4 1044     2.992700e+02 -1.210100e+02
6 1044     3.629800e+02 -1.470700e+02
2 1045     6.992999e+01 -1.090700e+02
4 1045     7.401001e+01 -1.245000e+02
2 1046     -1.188000e+02 2.247400e+02
4 1046     -1.358300e+02 2.482500e+02
2 1047     -2.338000e+01 9.617999e+01
4 1047     -2.710999e+01 9.989001e+01
5 1047     -9.369995e+00 8.217999e+01
6 1047     -3.031000e+01 1.034500e+02
7 1047     -8.320007e+00 8.020999e+01
8 1047     -3.403000e+01 1.085800e+02
9 1047     -3.837000e+01 1.134100e+02
14 1047     -4.095001e+01 1.170100e+02
15 1047     -4.689999e+01 1.246800e+02
2 1048     -3.567001e+01 8.076999e+01
4 1048     -3.935001e+01 8.414999e+01
5 1048     -1.979001e+01 6.860999e+01
7 1048     -1.866000e+01 6.721997e+01
8 1048     -4.697000e+01 9.192999e+01
9 1048     -5.197000e+01 9.607001e+01
14 1048     -5.494000e+01 9.923001e+01
15 1048     -6.135999e+01 1.071400e+02
17 1048     -7.110001e+01 1.158500e+02
33 1048     -8.120999e+01 1.251300e+02
38 1048     -8.694000e+01 1.317300e+02
47 1048     -9.219000e+01 1.368400e+02
2 1049     3.801300e+02 6.828003e+01
5 1049     2.888200e+02 4.396997e+01
7 1049     2.674200e+02 3.853998e+01
2 1050     -1.699000e+02 5.846002e+01
4 1050     -1.886100e+02 6.494000e+01
6 1050     -2.097300e+02 7.133002e+01
8 1050     -2.337200e+02 8.060001e+01
9 1050     -2.619300e+02 9.004999e+01
12 1050     -3.295200e+02 1.137300e+02
14 1050     -2.931200e+02 1.004700e+02
15 1050     -3.733400e+02 1.281100e+02
18 1050     2.696300e+02 9.731000e+01
19 1050     3.024200e+02 9.444000e+01
21 1050     3.713500e+02 8.714001e+01
23 1050     3.373200e+02 9.120999e+01
24 1050     2.361100e+02 1.008800e+02
25 1050     1.655300e+02 1.077300e+02
27 1050     2.027000e+02 1.035800e+02
31 1050     1.278000e+02 1.116400e+02
2 1051     -2.050700e+02 2.113000e+01
3 1051     -1.582800e+02 1.397998e+01
6 1051     -2.645000e+02 2.965002e+01
8 1051     -3.034100e+02 3.629999e+01
9 1051     -3.521700e+02 4.365002e+01
18 1051     1.775500e+02 3.684998e+01
19 1051     2.184100e+02 3.488000e+01
21 1051     2.999500e+02 2.975000e+01
23 1051     2.599000e+02 3.287000e+01
25 1051     4.626001e+01 4.434998e+01
27 1051     9.463000e+01 4.146002e+01
32 1051     -9.545999e+01 5.363000e+01
37 1051     -4.637000e+01 5.179999e+01
44 1051     -1.505700e+02 5.778003e+01
2 1052     -2.050700e+02 2.113000e+01
3 1052     -1.582800e+02 1.397998e+01
6 1052     -2.645000e+02 2.965002e+01
8 1052     -3.034100e+02 3.629999e+01
9 1052     -3.521700e+02 4.365002e+01
18 1052     1.775500e+02 3.684998e+01
19 1052     2.184100e+02 3.488000e+01
21 1052     2.999500e+02 2.975000e+01
23 1052     2.599000e+02 3.287000e+01
25 1052     4.626001e+01 4.434998e+01
27 1052     9.463000e+01 4.146002e+01
32 1052     -9.545999e+01 5.363000e+01
37 1052     -4.637000e+01 5.179999e+01
44 1052     -1.505700e+02 5.778003e+01
2 1053     3.253300e+02 1.612000e+01
4 1053     3.522700e+02 1.878003e+01
2 1054     -3.052600e+02 6.380005e+00
5 1054     -1.721300e+02 -2.789978e+00
18 1054     6.209991e+00 1.234998e+01
19 1054     5.907001e+01 1.053998e+01
23 1054     1.112600e+02 9.159973e+00
24 1054     -4.692999e+01 1.459003e+01
25 1054     -1.621300e+02 1.881000e+01
27 1054     -1.013900e+02 1.653003e+01
28 1054     2.581700e+02 3.609985e+00
29 1054     3.075900e+02 1.989990e+00
31 1054     -2.264100e+02 2.156000e+01
2 1055     -6.660999e+01 7.000122e-01
5 1055     -4.376999e+01 -1.900024e+00
2 1056     -3.215500e+02 -5.800171e-01
4 1056     -3.852000e+02 1.940002e+00
28 1056     2.431600e+02 -3.440002e+00
2 1057     -2.533600e+02 -5.062000e+01
4 1057     -2.900900e+02 -5.504999e+01
6 1057     -3.339100e+02 -5.995001e+01
21 1057     2.328500e+02 -5.703998e+01
2 1058     2.729200e+02 -7.065002e+01
3 1058     2.193800e+02 -5.565002e+01
4 1058     3.180200e+02 -8.140997e+01
2 1059     2.665000e+02 -8.544000e+01
4 1059     3.118600e+02 -9.888000e+01
6 1059     3.792700e+02 -1.196900e+02
2 1060     2.108500e+02 -9.625000e+01
4 1060     2.322800e+02 -1.065500e+02
2 1061     2.227500e+02 2.945200e+02
4 1061     2.418800e+02 3.285300e+02
6 1061     2.653400e+02 3.681300e+02
8 1061     2.940900e+02 4.210300e+02
2 1062     -1.418100e+02 2.656900e+02
4 1062     -1.615000e+02 2.933400e+02
6 1062     -1.833400e+02 3.242200e+02
8 1062     -2.087900e+02 3.625100e+02
9 1062     -2.390200e+02 4.071100e+02
2 1063     -1.418100e+02 2.656900e+02
4 1063     -1.615000e+02 2.933400e+02
6 1063     -1.833400e+02 3.242200e+02
8 1063     -2.087900e+02 3.625100e+02
9 1063     -2.390200e+02 4.071100e+02
